tr_key,language_code,pluralization_index,text,namespace,built_in
"After you have successfully confirmed your account, you will be asked to sign in, then you  continue to edit your profile.",de,1,"Nachdem Sie Ihr Benutzerkonto erfolgreich bestätigt haben, werden Sie dazu aufgefordert sich anzumelden. Daraufhin können Sie fortfahren Ihr Profil zu erstellen.",,false
Personalize Account,de,0,,,false
You can offer a reward for solving this case. Select from one of the following options.,de,1,Sie können eine Belohnung für die Lösung dieses Falles ansetzen. Wählen Sie eine der folgenden Optionen.,,false
"What do you do at %{name}? E.g. _Customer Service Rep, Product Manager, CEO etc._",de,0,,,false
Followers,de,0,,,false
June,de,1,Juni,month,false
limited,de,1,,,false
Username,de,0,,,false
invalid,de,1,ungültig,,false
Profiles,de,1,Profile,,false
Salutation,de,1,Anrede,,false
Personalize Account,de,1,Passen Sie Ihr Benutzerkonto an,,false
Notifications,de,0,,,false
"What do you do at %{name}? E.g. _Customer Service Rep, Product Manager, CEO etc._",de,1,"Was machen Sie bei %{name}? z.B. _Kundendienst Mitarbeiter, Produkt Manager, Geschäftsführer etc._  ",,false
For security reasons we kindly ask you to repeat your sign in to reduce the risk of your account being abused.,de,0,,,false
July,de,0,,month,false
Moderation Tools,de,1,,tiers,false
Please submit your email and we will provide you with further information.,de,0,,,false
can't be empty,de,1,kann nicht leer sein,,false
Sort by '{field}',de,1,Nach  '{field}' sortieren ,,false
Middle Name,de,1,Zweiter Vorname,,false
Pick country first...,de,0,,,false
Welcome to Luleka. Here is our gift to you for joining us.,de,0,,,false
For security reasons we kindly ask you to repeat your sign in to reduce the risk of your account being abused.,de,1,Aus Sicherheitsgründen möchten wir Sie bitten Ihren Login zu wiederholen um das Risiko von Missbrauch zu verringern.,,false
July,de,1,Juli,month,false
"No, the amount is denominated in the currency you selected when you signed up with us. However, your bank may convert the amount to the bank account's currency.",de,1,"Nein, der Betrag ist in der Währung die Sie gewählt hatten als Sie sich bei uns registriert haben. Allerdings ist Ihre Bank in der Lage die Währungsbeträge umzurechnen.",,false
Brand Analytics,de,1,,tiers,false
Forgot password?,de,0,,,false
does not match confirmation,de,1,stimmt nicht mit der Bestätigung überein,,false
Browse by Category,de,1,nach Kategorie suchen,,false
Image,de,1,Bild,,false
Pick country first...,de,1,Wählen Sie zuerst das Land aus...,,false
What if I don't provide my tax information?,de,0,,,false
How can I transfer funds?,de,0,,,false
August,de,0,,month,false
Order History,de,1,Bestellhistorie,,false
Commercial API Access,de,1,,tiers,false
can not be updated twice,de,1,kann nicht zweimal upgedatet werden,,false
about %d days,de,2,etwa %d Tage,,false
Personal Information,de,1,Persönliche Informationen,,false
Time,de,0,,,false
allows %{maximum} characters maximum,de,1,maximal %{maximum} Zeichen,,false
Luleka is an independent service community with integrated marketplace for those seeking advice and advisors.,de,1,Luleka ist eine unabhängige Service Community mit integriertem Marktplatz für Ratgebende und Ratsuchende.,,false
What if I don't provide my tax information?,de,1,Was ist wenn ich nicht meine Steuerinformationen angebe?,,false
How can I transfer funds?,de,1,Wie kann ich Beträge transferieren?,,false
August,de,1,August,month,false
Pay Purchasing Credit,de,1,Einkaufkredit Bezahlen,,false
Custom Visual Design,de,1,,tiers,false
has already signed up,de,1,ist schon registriert,,false
Education,de,1,Ausbildung,,false
The information below is visible on your profile.,de,1,Die untenstehende Information erscheint in Ihrem Profil.,,false
More names...,de,0,,,false
Welcome to Luleka. Here is our gift to you for joining us.,de,1,Herzlich Willkommen bei Luleka. Hier ist unser Dankeschön-Geschenk für Ihre Registrierung.,,false
Luleka is an independent service community with integrated marketplace for those seeking advice and advisors.,de,0,,,false
Image,de,0,,,false
September,de,0,,month,false
Please select a deposit method,de,1,Bitte wählen Sie eine Einzahlungsart aus,,false
Technical Support,de,1,,tiers,false
You have signed up for joining the beta program.,de,0,,,false
must be %{from} and %{to} characters,de,1,muss zwischen %{from} und %{to} Zeichen lang sein,,false
Work,de,1,Arbeit,,false
None,de,1,Keiner,,false
Etiquette,de,0,,,false
Beta Program Application,de,1,Beta-Programm Applikation,,false
Luleka transfer from %{name},de,0,,,false
"In order to renew or extend your Partner Membership, select from one of the following options.",de,0,,,false
September,de,1,September,month,false
Purchase Invoices,de,1,Rechnungen,,false
Community Support only,de,1,,tiers,false
You have signed up for joining the beta program.,de,1,Sie haben sich eingeschrieben um am Beta-Programm teilzunehmen.,,false
appears to be insufficient,de,1,scheint unzureichend zu sein,,false
"Follow ""%{name}""",de,1,"""%{name}"" verfolgen ",,false
More names...,de,1,Weitere Namen...,,false
Etiquette,de,1,Ansprache,,false
Thank you for your interest in joining our beta program.,de,1,Vielen Dank für Ihr Interesse an unserem Beta-Programm teilzunehmen.,,false
We are the independent service community with integrated marketplace for those seeking advice and advisors.,de,0,,,false
"In order to renew or extend your Partner Membership, select from one of the following options.",de,1,Um Ihre Partner-Mitgliedschaft zu erneuern oder zu verlängern wählen Sie eine der folgenden Optionen.,,false
October,de,0,,month,false
Review your order for the correct amount of credit you would like to purchase and select a payment method.,de,1,"Überprüfen Sie die Bestellung auf die korrekte Höhe der Gutschrift die Sie erwerben möchten, und wählen Sie eine Zahlungsart.",,false
Email Support,de,1,,tiers,false
Change Account Password,de,0,,,false
smallest amount to be transferred is %{amount},de,1,kleinster Überweisungsbetrag ist %{amount},,false
"Include Partner Membership voucher, %{voucher} left.",de,1,"Fügen Sie einen Gutschein für eine Partner-Mitgliedschaft hinzu, %{voucher%} übrig.  ",,false
Your Image,de,1,Ihr Bild,,false
Errors,de,0,,,false
Only new Partners can redeem a Partner Membership Voucher. Existing or previous Partners are not eligible.,de,0,,,false
"Please check your email account, possibly also your junk mail folder, and follow the instructions to continue.",de,1,"Bitte überprüfen Sie Ihr E-Mail Konto, gegebenenfalls auch Ihren Spam-Ordner, und folgen Sie den Anweisungen um fortzufahren.",,false
"We only allow you to change the URL once, due to reasons for search engine optimization.",de,0,,,false
Individual Tax Identification Number,de,0,,,false
October,de,1,Oktober,month,false
Sales Invoices,de,1,Verkaufsrechnung,,false
Phone/Email Support,de,1,,tiers,false
Change Account Password,de,1,Passwort Ihres Benutzerkontos ändern,,false
largest amount to be transferred is %{amount},de,1,%{amount} ist der höchste Betrag der zum Transfer zur Verfügung steht,,false
Invite,de,1,Einladen,,false
Some of this information is only visible to your contacts. The more information you provide the better we can help to match you with others. You can change this later on your profile page.,de,1,Einge dieser Informationen sind nur für Ihre Kontakte sichtbar. Um so mehr Informationen Sie bereitstellen desto besser können wir Sie mit anderen zusammenfügen. Sie können die Angaben später auf Ihrer Profilseite ändern.,,false
"Do you prefer a more casual etiquette, like ""Hi %{casual_name}"" or a more formal style, like ""Dear %{formal_name}""?",de,0,,,false
Only Luleka Partner can work on cases with rewards.,de,0,,,false
During our private beta phase only a limited number of users can be accepted.,de,1,Während unserer privaten Beta-Phase kann nur eine begrenzte Anzahl von Personen in das Beta-Program aufgenommen werden.,,false
"We will review your registration and, if possible, confirm your account as fast as we can.",de,0,,,false
Is it about %{org} products or services?,de,0,,,false
November,de,0,,month,false
"Select your preferred deposit method, which enables us to transfer your funds immediately.",de,1,Wählen Sie die Art aus mit der wir dann unverzüglich die Überweisung ausführen. ,,false
Compare Our Community Plans,de,1,,tiers,false
Change Password,de,0,,,false
Destination account not supported,de,1,Zielkonto ist nicht unterstützt,,false
Only invite people you know well and who know you.,de,1,"Laden Sie nur Personen ein, die Sie gut kennen und denen Sie bekannt sind.",,false
Which expertise are you looking for?,de,1,Nach welchem Fachwissen suchen Sie?,,false
"Do you prefer a more casual etiquette, like ""Hi %{casual_name}"" or a more formal style, like ""Dear %{formal_name}""?",de,1,"Bevorzugen Sie eine informellere Ansprache, wie ""Hast Du...?"" oder eine formellere Ansprache wie ""Haben Sie...?""",,false
"Only letters and numbers, including ""-"" are allowed.",de,0,,,false
"We will review your registration and, if possible, confirm your account as fast as we can.",de,1,"Wir werden Ihre Registrierung so schnell wie möglich bearbeiten und Ihnen gegebenenfalls eine Bestätigung zusenden.
",,false
Beta Program Application,de,0,,,false
Is my account removed permanently?,de,0,,,false
November,de,1,November,month,false
Select your preferred payment method to purchase the chosen membership subscription.,de,1,Wählen Sie die gewünschte Zahlungsart für den Kauf des gewählten Mitgliedsbeitrags.,,false
choose which one is right for your business,de,1,,tiers,false
Change Password,de,1,Passwort ändern,,false
Transfers to same account not permitted,de,1,Übertragungen auf dasselbe Konto nicht erlaubt,,false
Add personal note,de,1,Persönliche Anmerkung hinzufügen,,false
"Expertise you are currently in need for goes here, e.g. _iPod, taxes, child desease_. As %{partner} you will also be able to publish your expertise.",de,1,"Fachkenntnisse die Sie aktuell suchen stellen Sie hier ein, z.B._iPod, Steuern, Kinderkrankheiten_. Als %{partner} können Sie auch Ihre Fachkenntnisse veröffentlichen.",,false
does not match confirmation,de,0,,,false
You have successfully redeemed your voucher.,de,0,,,false
Only invite people you know well and who know you.,de,0,,,false
"If we are not able to accept you at this point, we will get back to you once the service is publicly available.",de,1,"Wenn wir Sie zum jetzigen Zeitpunkt noch nicht aufnehmen können, benachrichtigen wir Sie sobald Luleka öffentlich zugänglich ist.",,false
Billed by,de,0,,,false
is not available,de,0,,,false
December,de,0,,month,false
"Stop following ""%{name}""",de,1,"""%{name}"" nicht mehr abonnieren",,false
new,de,1,neu,,false
Kickstart,de,1,,tiers,false
Confirm Password,de,0,,,false
Piggy Bank transfer to %{name},de,1,Piggy Bank Transaktion an %{name} ,,false
Add a voucher for my friend?,de,1,Einen Gutschein für meinen Freund hinzufügen?,,false
Which languages do you speak?,de,1,Welche Sprachen sprechen Sie?,,false
doesn't match confirmation,de,0,,,false
You have successfully redeemed your voucher.,de,1,Sie haben erfolgreich Ihren Gutschein eingelöst.,,false
Who is eligible to redeem a voucher?,de,0,,,false
"Congratulations, your account has been activated!",de,1,"Herzlichen Glückwunsch, Ihr Benutzerkonto wurde aktiviert!",,false
Billed by,de,1,Berechnet von,,false
is not the correct card type,de,0,,,false
December,de,1,Dezember,month,false
suspended,de,1,ausgesetzt,,false
asked this question,de,1,hat diese Frage gestellt,,false
free,de,1,,,false
Current Password,de,0,,,false
Piggy Bank transfer from %{name},de,1,Piggy Bank Transaktion von %{name}  ,,false
Your friend receives a %{voucher} when the invitation is accepted. You have %{quota} left to send.,de,1,Ihr Freund erhält einen %{voucher%} wenn die Einladung akzeptiert wurde. Sie haben %{quota} übrig zum Versenden.,,false
To change your account settings you must sign in,de,1,"Um Ihre Daten des Benutzerkontos zu ändern, müssen Sie sich aus Sicherheitsgründen erneut einloggen.",,false
Does it focus around a specific location?,de,0,,,false
You have selected:,de,0,,,false
Why can I not edit the country field of my Billing Address?,de,0,,,false
Billed to,de,0,,,false
is not the correct card type,de,1,ist nicht der korrekte Kreditkartentyp,,false
Jan,de,0,,abbreviated month,false
Tax Identification,de,1,Steuernummer,,false
Manage,de,1,,tiers,false
Current Password,de,1,Derzeitiges Passwort,,false
cannot be empty,de,1,kann nicht leer sein,,false
Send,de,1,Senden,,false
Add Credit,de,1,Guthaben hinzufügen,,false
Does it focus around a specific location?,de,1,Fokussiert es sich auf einen bestimmten Ort?,,false
You must enter your password and confirm to close your account.,de,0,,,false
Why can I change my Profile URL only once?,de,0,,,false
Billed to,de,1,Berechnet an,,false
is required,de,0,,,false
Jan,de,1,Jan,abbreviated month,false
We also allow payments using the Luleka Piggy Bank micro payment method.,de,1,Zudem erlauben wir auch Zahlungen mit der Luleka Piggy Bank Mikro Zahlungsmethode.,,false
%{money} per month,de,1,,,false
Mr,de,0,,salutation,false
You will receive another email once we have processed your request.,de,0,,,false
exceeds %{size} file size,de,1,überschreitet Dateigröße von %{size},,false
An invitation is a message to your friend asking to join Luleka.,de,1,Eine Einladung ist eine Nachricht an Ihren Freund mit der Bitte Luleka beizutreten.,,false
Transfer Credit,de,1,Kontoguthaben umbuchen,,false
Do you want to participate in our private beta program? Please help us to improve our service and sign up now.,de,0,,,false
You must enter your password and confirm to close your account.,de,1,Sie müssen Ihr Passwort eingeben und bestätigen um Ihr Benutzerkonto zu schliessen.,,false
